id,otel_id,otel_ad,yorum,opinion,score
277,76,Bitez Garden Life,"Negatif yonu, Calisanlarinizi misafirlerinizin yaninda azarlayici bir sekilde konusuyordunuz. Bunu dikkate alsaniz iyi olur.",olumsuz,0.9974113702774048
278,103,Eldar Resort Hotel,"Pozitif yonu, Oda gayet genis ve temizdi havuzlar cocuklar ve yetiskin icin yeterliydi mini clup temiz ve guzeldi",olumlu,0.9982598423957825
279,103,Eldar Resort Hotel,"Pozitif yonu, Eldar Resort  Yemek personel ilgi temizlik hijyen cok iyi",olumlu,0.9985336065292358
280,103,Eldar Resort Hotel,"Negatif yonu, Eldar Garden Cesit olmasindan ziyade lezzet yok Personel ilgisi 0 Soguk su almak mucize Buz bulmak cok zor Kahvalti ve oglen yemeginde temiz masa bulmak cok zor Bufe lerde urunler bitmis ancak kimse yenisini ilave etmiyor Bos kap ve kaseler oyle duruyor Kahvaltida  bi kere pogaca denk geldi o da erken saate  Eldar Resort cok basarili ancak Garden bir o kadar hizmet kalitesi dusuk Iki otel yanyana olmasina ragmen Resort basarili Garden maalesef",olumsuz,0.9951745271682739
281,103,Eldar Resort Hotel,"Pozitif yonu, Icecekleri iyiydi",olumlu,0.9985074400901794
282,192,Marbas Select Beach,"Pozitif yonu, Yemekler ve icecekler gayet guzeldi. Ayrica calisan arkadaslardan cok memnun kaldik. Konum da iyiydi.",olumlu,0.9972966909408569
283,192,Marbas Select Beach,"Negatif yonu, Maalesef plaj ufak ve sezlonglar cok yetersiz. Havuz da ufak ve ayni sekilde 5 tane sezlong var sadece. Hepsi kapiliyordu deniz ve havuz tarafi. Bu yonden hic memnun kalamadik.",olumsuz,0.9985345602035522
284,192,Marbas Select Beach,"Pozitif yonu, YEMEKLER, HAVUZ-DENIZ, KONUMU, PERONEL  IYI",olumlu,0.9978898763656616
285,192,Marbas Select Beach,"Negatif yonu, TEMIZLIK PERSONELI HIC UGRAMADI, TV DE 2 GUN TEK KANAL(TRTR1) VARDI TEKNIK SERVIS GEC GELDI",olumsuz,0.9969687461853027
356,79,Ayayorgi Hotel By T,"Negatif yonu, Cok ruzgar aliyor hijyen kotu odalar cok pisti",olumsuz,0.998182475566864
286,192,Marbas Select Beach,"Pozitif yonu, calisanlar genelde guler yuzlu yardimci ve cozum odakli hotelin konumu cok iyi tavsiye ederim",olumlu,0.998676598072052
287,192,Marbas Select Beach,"Negatif yonu, Odadaki duslar Ve Asansor com kotu",olumsuz,0.998577356338501
288,192,Marbas Select Beach,"Pozitif yonu, Otelin konumu, calisanlarin gayreti guzeldi",olumlu,0.9986423254013062
289,192,Marbas Select Beach,"Negatif yonu, Deniz manzarali satin aldigimiz odaya 1 gun gec yerlestik, kara manzarali oda verdiler. Aradaki farki iade etmediler. Ayrica, yemekhanede sebildeki suyu cesmeden dolduruyorlardi. Odaya kapali su istedigimizde nazlanarak verdiler. Odaya tuvalet kagidi bile koymadilar son 3 gun. Surekli tavuk yemegi cikariyorlardi. Otelin banyosunda dus teknesi var eski caglardan kalma. Surekli gider tikaniyordu. Yani genel anlamda bir daha onunden gecmek istemeyecegim bir otel.",olumsuz,0.9819539785385132
290,192,Marbas Select Beach,"Pozitif yonu, Lokasyon disinda olumlu hic bir yani yoktu.",olumsuz,0.6635451316833496
291,192,Marbas Select Beach,"Negatif yonu, Tamamen berbat bir otel. Calisanlar kaba ve asla yardimci olmuyorlar. Uzun bir yolculuk sonrasi vardigimizda bir bardak su icin yalvarmak zorunda kaldik. Buzu bile tane ile veriyorlar. Yemekler cok kotu, asla hersey dahil sinifinda degil. Kaldigim en kotu oteldi. Ertesi gun ciktik ve iptal istedik. Kesinlikle tavsiye etmem",olumsuz,0.9970690011978149
292,192,Marbas Select Beach,"Pozitif yonu, Yemekler ve icecekler gayet guzeldi. Ayrica calisan arkadaslardan cok memnun kaldik. Konum da iyiydi.",olumlu,0.9972966909408569
293,192,Marbas Select Beach,"Negatif yonu, Maalesef plaj ufak ve sezlonglar cok yetersiz. Havuz da ufak ve ayni sekilde 5 tane sezlong var sadece. Hepsi kapiliyordu deniz ve havuz tarafi. Bu yonden hic memnun kalamadik.",olumsuz,0.9985345602035522
294,192,Marbas Select Beach,"Pozitif yonu, YEMEKLER, HAVUZ-DENIZ, KONUMU, PERONEL  IYI",olumlu,0.9978898763656616
295,192,Marbas Select Beach,"Negatif yonu, TEMIZLIK PERSONELI HIC UGRAMADI, TV DE 2 GUN TEK KANAL(TRTR1) VARDI TEKNIK SERVIS GEC GELDI",olumsuz,0.9969687461853027
296,192,Marbas Select Beach,"Pozitif yonu, calisanlar genelde guler yuzlu yardimci ve cozum odakli hotelin konumu cok iyi tavsiye ederim",olumlu,0.998676598072052
297,192,Marbas Select Beach,"Negatif yonu, Odadaki duslar Ve Asansor com kotu",olumsuz,0.998577356338501
298,192,Marbas Select Beach,"Pozitif yonu, Otelin konumu, calisanlarin gayreti guzeldi",olumlu,0.9986423254013062
299,192,Marbas Select Beach,"Negatif yonu, Deniz manzarali satin aldigimiz odaya 1 gun gec yerlestik, kara manzarali oda verdiler. Aradaki farki iade etmediler. Ayrica, yemekhanede sebildeki suyu cesmeden dolduruyorlardi. Odaya kapali su istedigimizde nazlanarak verdiler. Odaya tuvalet kagidi bile koymadilar son 3 gun. Surekli tavuk yemegi cikariyorlardi. Otelin banyosunda dus teknesi var eski caglardan kalma. Surekli gider tikaniyordu. Yani genel anlamda bir daha onunden gecmek istemeyecegim bir otel.",olumsuz,0.9819539785385132
300,192,Marbas Select Beach,"Pozitif yonu, Lokasyon disinda olumlu hic bir yani yoktu.",olumsuz,0.6635451316833496
301,192,Marbas Select Beach,"Negatif yonu, Tamamen berbat bir otel. Calisanlar kaba ve asla yardimci olmuyorlar. Uzun bir yolculuk sonrasi vardigimizda bir bardak su icin yalvarmak zorunda kaldik. Buzu bile tane ile veriyorlar. Yemekler cok kotu, asla hersey dahil sinifinda degil. Kaldigim en kotu oteldi. Ertesi gun ciktik ve iptal istedik. Kesinlikle tavsiye etmem",olumsuz,0.9970690011978149
302,192,Marbas Select Beach,"Pozitif yonu, Otelin konumu cok iyi. Yemekleri cok guzel. Deniz zaten sahane.",olumlu,0.9979228973388672
303,192,Marbas Select Beach,"Negatif yonu, Temizlik, hijyen ve servis hizmetleri yoneticisinin iletisim becerileri gelistirilmeli. Su sise ile verilmeli. Sejlong sayisi arttilrilmali. Muzik 5 gunluk tatilimizin son 2 gununde acildi buda buyuk bir eksiydi.",olumsuz,0.9981189370155334
304,55,Hotel Sun Fire Beach,"Pozitif yonu, Resepsiyon daki 3 personelde yardimci olmaya calistilar.",olumlu,0.9972558617591858
305,55,Hotel Sun Fire Beach,"Negatif yonu, Odalar kotu,elbise dolaplarina kiyafet koymadik cok pis kokuyor,klimam su akitiyor,altina kova koymuslar,ozellikle ogle yemekleri yetersiz, personel egitimsiz,birayi pet bardakla veriyor,bardak degistirmesi istendiginde triplere girip kopuklu birayi ikram ediyor. Icecekler sicak koordinasyon sorumlusu ve mudure sikayete gidiyoruz sonuc yok,ustelik bir gun bira,bir gun kola,bir gun buz yok deniliyor onuda bildiriyoruz yine sonuc yok.havuzu bile sabah havuz acilis saatinde temizleyip klorladilar,malzemeler ozellikle bardaklar yetersiz,tabaklari secerek yemek aliyoruz.hayatimin en kotu tatili neyseki 3 gun konakladik.",olumsuz,0.9950068593025208
306,55,Hotel Sun Fire Beach,"Pozitif yonu, Personel iyiydi,ozellikle ilk giris danismadaki personel gorevine cok hakimdi misafir nasil karsilanir nasil yonlendirilir biliyordu",olumlu,0.9988889098167419
307,55,Hotel Sun Fire Beach,"Negatif yonu, Havuz kucuk,cocuklarla buyuklerin ayni havuzda yuzmeleri uygun degil, yemekler daha iyi olabilirdi",olumsuz,0.9941447377204895
308,11,Grand Kaptan Hotel,"Pozitif yonu, Sadece iskele guzeldi",olumlu,0.9983397722244263
309,11,Grand Kaptan Hotel,"Negatif yonu, Cikis gunu saat 12:00 da odayi teslim ettik hemen kolumuzdan bileklikleri cikardilar tesisi terk edebilirsiniz dediler bende ogle yemegini yiyip cikalim dedim olmaz dediler ama isterseniz ucret karsiliginda yiyip icebilirsiniz denildi ben bunca zamandir okadar tesise gittim ilk defa boyle bir hitapla tesisle ilk defa karsilastim Yeme icme havuz aquapark cok zayif ve yetersiz vs vs",olumsuz,0.9982878565788269
310,11,Grand Kaptan Hotel,"Pozitif yonu, Yemekler ve icecekler cesitli guzeldi. Temizlik ve personel ilgisi iyiydi. Bir sikinti oldu yonetim hizlica cozdu.",olumlu,0.9984035491943359
311,11,Grand Kaptan Hotel,"Negatif yonu, Deniz belli oranda cakildi",olumsuz,0.9960497617721558
312,11,Grand Kaptan Hotel,"Negatif yonu, Deniz cok dalgali cocuklar giremez kesinlikle, resimlerde otelin eski havuz resimleri olmasi yaniltici,iki farkli havuz varmis havasi verilmis.",olumsuz,0.9968363046646118
313,11,Grand Kaptan Hotel,"Pozitif yonu, Icecekler genellikle kapali kutu ve kaliteli olmasi",olumlu,0.9990218877792358
314,11,Grand Kaptan Hotel,"Negatif yonu, Yemek cesitliligi sinirliydi mutfak klima calismiyordu",olumsuz,0.9967835545539856
315,11,Grand Kaptan Hotel,"Pozitif yonu, Alkoller guzel onlara pek laf edemeyiz",olumlu,0.9935929179191589
316,11,Grand Kaptan Hotel,"Negatif yonu, Yemekhane klimasiz - nemli havanin hakim oldugu bir bolgede neden klima calismaz ki? Tam bir fiyasko",olumsuz,0.9991008639335632
317,47,Vonresort Golden Beach,"Pozitif yonu, Cocuklu ailelerin rahat edebilecegi bir yer. Agaclarin icinde otel icerisinde cok fazla alan mevcut. En iyi yani otelin temiz olmasi ve yemeklerinin lezzeti cok iyiydi sadece tatli kisminda cesit cok ama lezzetli degillerdi",olumlu,0.9969374537467957
318,47,Vonresort Golden Beach,"Negatif yonu, Tatli cesitleri yeterli fakat lezzet olarak com iyi degildi",olumsuz,0.9983590841293335
319,47,Vonresort Golden Beach,"Pozitif yonu, Konum rahat ulasabilir  Deniz havuz yeme icme kalitesi iyi odalar eski ama klima dus tuvalet kisimlari sorunsuz",olumlu,0.9979940056800842
357,79,Ayayorgi Hotel By T,"Pozitif yonu, Ilgi ve alaka cok iyi hizmet her yonden guzel",olumlu,0.9986870288848877
320,47,Vonresort Golden Beach,"Negatif yonu, Sokak kedilerine biraz daha onlem alinmali sayilari cok ve yemek yerlerinde cok fazlalar. Hastalikli olanlari da var onun disinda olumsuzluk gormedim",olumsuz,0.9870716333389282
321,47,Vonresort Golden Beach,"Pozitif yonu, Hersey guzel temizlik harika",olumlu,0.9984959363937378
322,47,Vonresort Golden Beach,"Negatif yonu, Odalar konfor ister",olumsuz,0.9943937659263611
323,47,Vonresort Golden Beach,"Negatif yonu, Sadece oda temizligi yapan personel, sikintili.Diger oda temizliyen personeller icin ayni seyi soylemiyecegim.Oda temizligi yapan personele iyi bir egitim verilmeli.",olumsuz,0.9952322244644165
324,66,White City Beach Hotel,"Pozitif yonu, 1- resepsiyon cok iyi bir sekilde yardimci oldu.  2- servis gorevlilerinin cogu universite mezunu islerini cok iyi yapiyorlar ( bazi otellerde yabanci turistlerle ilgilenip Turklerle ilgilenmezler ama burada ayrim yapilmaksizin herkese esit ve iyi davraniyorlar).  3- oglen ve aksam yemekleri  hepsi lezzetli ( kaliteli yemek yagi kullaniyorlar) 4- Barda fici tuborg bira var kokteyller vs iyi.",olumlu,0.9976396560668945
325,127,Regnum Carya,"Pozitif yonu, Yemekleri otel mimarisi pasteneler",olumlu,0.9985695481300354
326,127,Regnum Carya,"Negatif yonu, Personel ilgisizligi ama en cok yemek aksam servisi Murat bey beyendik . Bir daha gelmeyiz",olumsuz,0.9976927638053894
327,127,Regnum Carya,"Pozitif yonu, Regnum assist cok profesyonel bir hizmet ve ekibi cok iyi calisiyordu. Cocuk kulubu mukemmeldi.Calisanlar cok ilgiliydi.Yazin ozellikle cocuk kulubu icin tekrar gelecegiz. Yiyeceklerin lezzeti essizdi, alacart restaurantlar ve alacart rezervasyon deski cok iyi calisiyordu. Pastane ve ozellikle firin kismi cok keyifli mekanlardi, calisanlari cok iyiydi. Tum calisanlar cok ilgiliydi. Mukemmel bir tatildi. Tesekkur ederiz.",olumlu,0.9590683579444885
328,127,Regnum Carya,"Negatif yonu, Kapali havuz alani soguktu, disari acilan kapi surekli acilip kapandigi icin soguyordu sanirim. 2 kere denedik, usudugumuz icin kullanamadik.",olumsuz,0.9978081583976746
329,127,Regnum Carya,"Pozitif yonu, Her detay cok iyi dusunulmus , cok temiz, sik , yemekler muthis lezzetli",olumlu,0.9990760087966919
330,127,Regnum Carya,"Pozitif yonu, Odalar ve temizlik",olumlu,0.9973962903022766
331,127,Regnum Carya,"Negatif yonu, Ilgisiz  tecrubesiz ve yeterli olmayan personel ve onlari idare edemeyen sorunlari gormezden gelen ustleri",olumsuz,0.9978836178779602
332,104,Algora Halal Hotel,"Pozitif yonu, Oda temizlik guzel yemek tat cesit kalite olarak guzel personel ilgili.",olumlu,0.9988623261451721
333,104,Algora Halal Hotel,"Negatif yonu, deniz cok taslik ve sig degil Ortak havuz cok kucuk dipdibesiniz Erkekler havuzuna yemekhaneden geciliyor disardan bi asansor yapilabilir.direk havuza cikan Koridorlar cok havasiz asansorden yanarak iniyorsun lobide buz gibi hava. Asansor sirasi vok bekleniyor capraz inis cikisli yuruyen merdiven yapilabilir daha ferah ve kullanisli olur",olumsuz,0.9739224314689636
334,109,Club Grand Side Amazon Water World,"Pozitif yonu, Tesis aktivesi guzeldi personellerin  ilgi ve alakasi  guzeldi  yemeklerde cesit  bol  havuz temiz odalar temiz plaj cok guzeldi  2 aile gittik cocuklarimizla cok eglendik",olumlu,0.9983137249946594
335,109,Club Grand Side Amazon Water World,"Negatif yonu, Keske icme sulari kucuk verseler  cok ziyan oluyor",olumsuz,0.9965417981147766
336,109,Club Grand Side Amazon Water World,"Pozitif yonu, Everything exceeded our expectations. Guests were mostly German families, and there was a very pleasant vibe.",olumlu,0.9979360103607178
337,109,Club Grand Side Amazon Water World,"Negatif yonu, Store only seems to accept foreign cards or euros. Would have been nice if they could accept the local currency and cards.",olumsuz,0.9941967725753784
338,109,Club Grand Side Amazon Water World,"Pozitif yonu, Havuzlar personel temizlik cok iyi tesekkurler",olumlu,0.9988157153129578
339,109,Club Grand Side Amazon Water World,"Negatif yonu, Yemek kahvalti hep ayni deniz de iskele olmamasi eksileri",olumsuz,0.9948304295539856
340,109,Club Grand Side Amazon Water World,"Pozitif yonu, Tesis aktivesi guzeldi personellerin  ilgi ve alakasi  guzeldi  yemeklerde cesit  bol  havuz temiz odalar temiz plaj cok guzeldi  2 aile gittik cocuklarimizla cok eglendik",olumlu,0.9983137249946594
341,109,Club Grand Side Amazon Water World,"Negatif yonu, Keske icme sulari kucuk verseler  cok ziyan oluyor",olumsuz,0.9965417981147766
342,109,Club Grand Side Amazon Water World,"Pozitif yonu, Everything exceeded our expectations. Guests were mostly German families, and there was a very pleasant vibe.",olumlu,0.9979360103607178
343,109,Club Grand Side Amazon Water World,"Negatif yonu, Store only seems to accept foreign cards or euros. Would have been nice if they could accept the local currency and cards.",olumsuz,0.9941967725753784
344,109,Club Grand Side Amazon Water World,"Pozitif yonu, Havuzlar personel temizlik cok iyi tesekkurler",olumlu,0.9988157153129578
345,109,Club Grand Side Amazon Water World,"Negatif yonu, Yemek kahvalti hep ayni deniz de iskele olmamasi eksileri",olumsuz,0.9948304295539856
346,109,Club Grand Side Amazon Water World,"Pozitif yonu, yiyecekler ve ana restaurant mukemmel, amazon herkesin gormesi gereken harika bi konsept",olumlu,0.998685896396637
347,109,Club Grand Side Amazon Water World,"Negatif yonu, belki yogun bir donem oldugundan, amazon ve havuzda sezlong kapma yarisi, sinek, kertenkele, kurbaga , birsey daha var onu hic yazmayayim, olumsuz gordugum seyler.",olumsuz,0.9928788542747498
348,109,Club Grand Side Amazon Water World,"Negatif yonu, Otopark yetersiz acik otopark kapali olmali",olumsuz,0.9975581169128418
349,56,La Salvia Hotel Kas,"Negatif yonu, berbat bir oteldi. bizim 3 gunluk tatil olmasina ragmen dayanamayip 2. gunun sabahinda erkenden ayrildik dayanmayip. odada berbat bir gider kokusu vardi.otel calisanlari mutsuz .   kas i o kadar cok seviyordum ki sirf bu otel deneyimi yuzunden nefret ettim. kahvaltids cesitliligin olmasi bir arti degil. kalitesiz seyler koyulduktn sonra bin cesit olsa onemi yok. her sey bekletilmis de sunulmus gibi.  hicbir onerim yok asla duzelmez cunku.",olumsuz,0.9955433011054993
350,56,La Salvia Hotel Kas,"Pozitif yonu, Konumu guzeldi, kas merkeze kolay gidiliyordu. Plaj ve denizi de guzeldi. Oda her gun temizlendi, banyo temizdi. Kahvalti icin yiyecek cesidi yeterliydi ve yiyecekler lezzetliydi.",olumlu,0.9978885650634766
351,56,La Salvia Hotel Kas,"Negatif yonu, iki ayri yatak istedigimizi istarla call center calisanina bildirmemize karsin, bize tek yatakli oda verildi. Sorunun cozumu icin tatil sepetini iki kez aradik ve baska otel istedigimizi soyledik ama bize bir cozum sunulmadi.  Oradaki klima ve buzdolabi cok gurultulu calisti ve uyumamiza engel oldu. Tatili uykusuz ve bitkin bir sekilde tamamladik.  Kahvalti yiyecekleri acik bir sekilde sunuldu ve cok fazla kara sinek vardi. Bu da hijyen yonunden sikintili bir durum.",olumsuz,0.9889565110206604
352,56,La Salvia Hotel Kas,"Pozitif yonu, Odalar temiz gunluk temizleniyor. Kahvalti cesidi fazla masalarin deniz manzarali olmasi guzel. Havuz alani guzel dizayn edilmis. Tekrar konaklamak isteyecegim bi isletme diyebilirim.",olumlu,0.99844890832901
353,56,La Salvia Hotel Kas,"Negatif yonu, Wifi cekmiyordu tek eksik bu denilebilir.",olumsuz,0.9877625107765198
354,79,Ayayorgi Hotel By T,"Pozitif yonu, Otel calisanlari yardimsever ve guler yuzlu, merkeze yakin, sabah kahvaltisi basarili memnun kaldik. Tekrar gidersem ayni oteli tercih ederim.",olumlu,0.9985043406486511
358,79,Ayayorgi Hotel By T,"Negatif yonu, Havuzun kucuk olmasi ve cok kalabalik olmasi. Yeterli sayida personelin olmayisi",olumsuz,0.9984195232391357
359,79,Ayayorgi Hotel By T,"Pozitif yonu, Otelin cesme merkeze yuruyerek 15 dakika mesafede.  Odalari temiz, personel sicak ve yardimsever,",olumlu,0.998515248298645
360,79,Ayayorgi Hotel By T,"Negatif yonu, Sabah kahvaltisinin sabah 9'da baslamasi cok gec. Daha erkene alinmasi gerekir",olumsuz,0.9981974959373474
361,139,Radisson Collection Bodrum,"Pozitif yonu, Dogaya zarar vermeden hem konfor hem cazibe kazandirilmis. Bunu saglayanlara minnet duyulacak bir tesis.",olumlu,0.9994243383407593
362,139,Radisson Collection Bodrum,"Negatif yonu, Gelen misafirlerin sahili sigara izmaritleri ile doldurmasi beni en cok rahatsiz eden konu oldu. ?????? . Insanlarimiz bu konuda hem bilincsiz hem duyarsiz. Tesisin bu yonde belki uyarilarla bunu onlemeye calismasi onerim olabilir.",olumsuz,0.9991047978401184
363,254,Side Sunport Hotel Spa (Ex. Side Sungate),"Pozitif yonu, Aslinda giderken korkuyordum ne cikacak diye ama mukemmel otesi bir tatil yasadim??",olumlu,0.9991405606269836
364,254,Side Sunport Hotel Spa (Ex. Side Sungate),"Negatif yonu, Olumsuz yonu otelde Turk turist yok denecek kadar az. Her seyin Almanca olmasi sartlardan kaynaklaniyor ama kendi ulkemde multeci gibi hissettim. Bu da otelden degil ulkenin sartlarindan kaynakli",olumsuz,0.9975472092628479
365,77,Romance Beach Hotel,"Pozitif yonu, Otelin konumu ve plaji cok iyi idi.Havuzu ufak ama guzeldi.",olumlu,0.997626781463623
366,77,Romance Beach Hotel,"Negatif yonu, Arabayi park edecek yer bulamadik,minibar dolaplari oldukca eski ve calismiyor.Odaya kapiya vurulmadan giriliyor.Asansorler ufak.",olumsuz,0.9963040947914124
367,77,Romance Beach Hotel,"Pozitif yonu, Denize cok yakin olmasi, havuzunun yeterli olmasi, kahvaltinin guzel ve doyurucu olmasi",olumlu,0.9987145662307739
368,77,Romance Beach Hotel,"Negatif yonu, Oda kapilarinin cok eski olmasi bu sebeple guven vermemesi, odada kullanilan yataklarin eski olmasi.",olumsuz,0.9955978393554688
369,68,Astoria Hotel,"Pozitif yonu, Fiyat performans lokasyon ve yemekler iyi",olumlu,0.9984374046325684
370,68,Astoria Hotel,"Negatif yonu, Odalar kucuk tadilattan gecebilir",olumsuz,0.9913129806518555
371,68,Astoria Hotel,"Pozitif yonu, Personel iyiydi Otel iyiydi Deniz temidi",olumlu,0.9985478520393372
372,68,Astoria Hotel,"Negatif yonu, Yemekler iyi olabilir Turkce muzik yok  Hijyen daha iyi olabilir",olumsuz,0.9821877479553223
373,68,Astoria Hotel,"Pozitif yonu, Her sey cok guzeldi.",olumlu,0.9976860880851746
374,68,Astoria Hotel,"Negatif yonu, Olumsuz gorusum yok.",olumlu,0.6690230965614319
375,68,Astoria Hotel,"Pozitif yonu, Fiyat performans lokasyon ve yemekler iyi",olumlu,0.9984374046325684
376,68,Astoria Hotel,"Negatif yonu, Odalar kucuk tadilattan gecebilir",olumsuz,0.9913129806518555
377,68,Astoria Hotel,"Pozitif yonu, Personel iyiydi Otel iyiydi Deniz temidi",olumlu,0.9985478520393372
378,68,Astoria Hotel,"Negatif yonu, Yemekler iyi olabilir Turkce muzik yok  Hijyen daha iyi olabilir",olumsuz,0.9821877479553223
379,68,Astoria Hotel,"Pozitif yonu, Her sey cok guzeldi.",olumlu,0.9976860880851746
380,68,Astoria Hotel,"Negatif yonu, Olumsuz gorusum yok.",olumlu,0.6690230965614319
381,12,Hapimag Resort Sea Garden,"Pozitif yonu, Doga ile ic ice guzel plaji cok iyi",olumlu,0.9988455176353455
382,12,Hapimag Resort Sea Garden,"Negatif yonu, Yemekler benim icin kotu iyilestirilmesi lazim",olumsuz,0.9985874891281128
383,12,Hapimag Resort Sea Garden,"Negatif yonu, Yemekler berbatti",olumsuz,0.9972066283226013
384,12,Hapimag Resort Sea Garden,"Pozitif yonu, Konum, deniz, doga cok guzel. Yemekler genellikle lezzetliydi. Yemek surelerinin uzun olmasi kosusturmadan rahat yemenizi sagliyor.",olumlu,0.9978869557380676
385,12,Hapimag Resort Sea Garden,"Negatif yonu, Tek noktada yemek oldugu icin erisim sorunlu. En azindan snack (gozleme, burger, kurabiye v.b.) tarzi yiyecekler sahil bolumunde de olmali. 5 cayi icin sahilden lobby'e gitmek gerekiyor:( Restaurant havalandirmasi iyilestirilmeli, yemek sonrasi kiyafetlere yemek kokusu siniyor. Aksamlari eglenceleri cesitlendirilebilir.",olumsuz,0.9959179162979126
386,12,Hapimag Resort Sea Garden,"Pozitif yonu, Calisanlar cok ilgili ve guler yuzlu idi. Otel nezih ve guzeldi. Cok guzel tatil gecirdik. Deniz ve havuz cok guzel. Yemekler harika.",olumlu,0.9983663558959961
387,12,Hapimag Resort Sea Garden,"Negatif yonu, Aksam etkinligi biraz daha dolu olabilirdi. 4 gunun 2si iyi ikisi vasatti.",olumsuz,0.993622899055481
388,12,Hapimag Resort Sea Garden,"Pozitif yonu, Doga ile ic ice guzel plaji cok iyi",olumlu,0.9988455176353455
389,12,Hapimag Resort Sea Garden,"Negatif yonu, Yemekler benim icin kotu iyilestirilmesi lazim",olumsuz,0.9985874891281128
390,12,Hapimag Resort Sea Garden,"Negatif yonu, Yemekler berbatti",olumsuz,0.9972066283226013
391,12,Hapimag Resort Sea Garden,"Pozitif yonu, Konum, deniz, doga cok guzel. Yemekler genellikle lezzetliydi. Yemek surelerinin uzun olmasi kosusturmadan rahat yemenizi sagliyor.",olumlu,0.9978869557380676
392,12,Hapimag Resort Sea Garden,"Negatif yonu, Tek noktada yemek oldugu icin erisim sorunlu. En azindan snack (gozleme, burger, kurabiye v.b.) tarzi yiyecekler sahil bolumunde de olmali. 5 cayi icin sahilden lobby'e gitmek gerekiyor:( Restaurant havalandirmasi iyilestirilmeli, yemek sonrasi kiyafetlere yemek kokusu siniyor. Aksamlari eglenceleri cesitlendirilebilir.",olumsuz,0.9959179162979126
393,12,Hapimag Resort Sea Garden,"Pozitif yonu, Calisanlar cok ilgili ve guler yuzlu idi. Otel nezih ve guzeldi. Cok guzel tatil gecirdik. Deniz ve havuz cok guzel. Yemekler harika.",olumlu,0.9983663558959961
394,12,Hapimag Resort Sea Garden,"Negatif yonu, Aksam etkinligi biraz daha dolu olabilirdi. 4 gunun 2si iyi ikisi vasatti.",olumsuz,0.993622899055481
395,12,Hapimag Resort Sea Garden,"Pozitif yonu, Deniz cok guzeldi",olumlu,0.9978221654891968
396,12,Hapimag Resort Sea Garden,"Pozitif yonu, Ormanin icinde otel ve cok temiz denizi var. Calisanlari guler yuzlu her daim yardimci olmak icin caba gosteriyorlar. Tam kafa dinlemek isteyenler icin huzurlu sorunsuz bir otel. Yemekleri cok lezzetli cesit olarakda yeterliydi.",olumlu,0.9967523813247681
397,12,Hapimag Resort Sea Garden,"Negatif yonu, Cocuklar icin biraz daha aktivite ihtiyaci var. Bayramda maksimum doluluk oldu o gun yemek bolumunde yer bulma sorunu ve hizmette yetisememe durumu oldu belki maksimum donmeleri icin onlem alinabilir.",olumsuz,0.9980911016464233
398,48,Vonresort Golden Coast,"Pozitif yonu, Plaj, yemekler, calisanlar, hizmet kalitesi.",olumlu,0.997920572757721
399,48,Vonresort Golden Coast,"Negatif yonu, Olumsuz bir sey ile karsilasmadik.",olumlu,0.7360836863517761
400,48,Vonresort Golden Coast,"Pozitif yonu, Yeme icme iyi Odalar guzel  Temizlik iyi  Aguapark i guzel",olumlu,0.9986823201179504
401,48,Vonresort Golden Coast,"Negatif yonu, Animasyon ekibi berbat Hicbir aktivite yok",olumsuz,0.998185396194458
402,48,Vonresort Golden Coast,"Pozitif yonu, Yiyecek ve konum.",olumlu,0.9977931976318359
403,48,Vonresort Golden Coast,"Negatif yonu, odalari cok guzel degil.",olumsuz,0.9974232316017151
404,48,Vonresort Golden Coast,"Negatif yonu, Calisanlarin bazilari insanlara davranislarinda ayrim yapiyor erkekler ozellikle",olumsuz,0.9913901686668396
405,48,Vonresort Golden Coast,"Pozitif yonu, Plaj, yemekler, calisanlar, hizmet kalitesi.",olumlu,0.997920572757721
406,48,Vonresort Golden Coast,"Negatif yonu, Olumsuz bir sey ile karsilasmadik.",olumlu,0.7360836863517761
407,48,Vonresort Golden Coast,"Pozitif yonu, Yeme icme iyi Odalar guzel  Temizlik iyi  Aguapark i guzel",olumlu,0.9986823201179504
408,48,Vonresort Golden Coast,"Negatif yonu, Animasyon ekibi berbat Hicbir aktivite yok",olumsuz,0.998185396194458
409,48,Vonresort Golden Coast,"Pozitif yonu, Yiyecek ve konum.",olumlu,0.9977931976318359
410,48,Vonresort Golden Coast,"Negatif yonu, odalari cok guzel degil.",olumsuz,0.9974232316017151
411,48,Vonresort Golden Coast,"Negatif yonu, Calisanlarin bazilari insanlara davranislarinda ayrim yapiyor erkekler ozellikle",olumsuz,0.9913901686668396
412,48,Vonresort Golden Coast,"Pozitif yonu, Denizi guzel kumu guzel havuzu guzel",olumlu,0.998631477355957
413,48,Vonresort Golden Coast,"Negatif yonu, Giriste otopark problem, odalar cok eski yenilenmeli, kuvet olmamasi lazim, oda icerisindeki klima ayarlanabilir olmali, odalar dar.",olumsuz,0.9974024891853333
414,48,Vonresort Golden Coast,"Pozitif yonu, Konum guzel.hijyen temizlik iyi.",olumlu,0.9989128708839417
415,48,Vonresort Golden Coast,"Negatif yonu, Aktivite eksik. Yeme icme bozulmus. Fiyatina gore memnun kalmadim.",olumsuz,0.9980576634407043
